id,age_cat,is_recid
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
8839,Greater than 45,1
2170,25 - 45,1
,Less than 25,1
,Greater than 45,1
5861,25 - 45,1
9806,25 - 45,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
5,Less than 25,1
6,Less than 25,1
7,Less than 25,1
8,Less than 25,1
9,Less than 25,1
71,25 - 45,1
72,25 - 45,1
73,25 - 45,1
78,25 - 45,1
79,25 - 45,1
90,Greater than 45,1
91,Greater than 45,1
92,Greater than 45,1
113,25 - 45,1
114,25 - 45,1
144,Less than 25,1
145,Less than 25,1
146,Less than 25,1
156,25 - 45,1
157,25 - 45,1
158,25 - 45,1
162,Less than 25,1
206,25 - 45,1
213,25 - 45,1
214,25 - 45,1
215,25 - 45,1
222,25 - 45,1
223,25 - 45,1
224,25 - 45,1
225,25 - 45,1
226,25 - 45,1
274,25 - 45,1
302,Less than 25,1
303,Less than 25,1
304,Less than 25,1
305,Less than 25,1
306,Less than 25,1
369,25 - 45,1
370,25 - 45,1
371,25 - 45,1
405,25 - 45,1
406,25 - 45,1
407,25 - 45,1
408,25 - 45,1
409,25 - 45,1
412,25 - 45,1
422,25 - 45,1
423,25 - 45,1
424,25 - 45,1
425,25 - 45,1
505,Less than 25,1
506,Less than 25,1
582,Greater than 45,1
595,25 - 45,1
613,25 - 45,1
614,25 - 45,1
623,25 - 45,1
624,25 - 45,1
625,25 - 45,1
635,25 - 45,1
636,25 - 45,1
637,25 - 45,1
638,25 - 45,1
661,Less than 25,1
662,Less than 25,1
699,Less than 25,1
700,Less than 25,1
701,Less than 25,1
702,Less than 25,1
703,Less than 25,1
704,Less than 25,1
705,Less than 25,1
743,25 - 45,1
744,25 - 45,1
745,25 - 45,1
746,25 - 45,1
747,25 - 45,1
795,Less than 25,1
824,Less than 25,1
825,Less than 25,1
826,Less than 25,1
827,Less than 25,1
891,Less than 25,1
892,Less than 25,1
893,Less than 25,1
912,Less than 25,1
913,Less than 25,1
961,Greater than 45,1
962,Greater than 45,1
964,25 - 45,1
965,25 - 45,1
966,25 - 45,1
967,25 - 45,1
996,25 - 45,1
997,25 - 45,1
1006,25 - 45,1
1007,25 - 45,1
1014,25 - 45,1
1015,25 - 45,1
1016,25 - 45,1
1035,Greater than 45,1
1036,Greater than 45,1
1037,Greater than 45,1
1087,Greater than 45,1
1088,Greater than 45,1
1089,Greater than 45,1
1090,Greater than 45,1
1095,Greater than 45,1
1096,Greater than 45,1
1115,Less than 25,1
1116,Less than 25,1
1117,Less than 25,1
1118,Less than 25,1
1119,Less than 25,1
1128,25 - 45,1
1136,Less than 25,1
1154,25 - 45,1
1161,Greater than 45,1
1162,Greater than 45,1
1183,Greater than 45,1
1184,Greater than 45,1
1185,Greater than 45,1
1186,25 - 45,1
1187,25 - 45,1
1189,Less than 25,1
1190,Less than 25,1
1191,Less than 25,1
1192,Less than 25,1
1193,Less than 25,1
1194,Less than 25,1
1277,25 - 45,1
1278,25 - 45,1
1279,25 - 45,1
1280,25 - 45,1
1281,25 - 45,1
1282,25 - 45,1
1283,25 - 45,1
1327,25 - 45,1
1328,25 - 45,1
1355,25 - 45,1
1356,25 - 45,1
1401,Greater than 45,1
1402,Greater than 45,1
1403,Greater than 45,1
1430,25 - 45,1
1431,25 - 45,1
1451,25 - 45,1
1548,Less than 25,1
1549,Less than 25,1
1550,Less than 25,1
1556,25 - 45,1
1557,25 - 45,1
1632,Greater than 45,1
1673,25 - 45,1
1707,25 - 45,1
1748,25 - 45,1
1749,25 - 45,1
1750,25 - 45,1
1792,Less than 25,1
1793,Less than 25,1
1799,Greater than 45,1
1800,Greater than 45,1
1801,Greater than 45,1
1840,Less than 25,1
1841,Less than 25,1
1843,Greater than 45,1
1844,Greater than 45,1
1878,Less than 25,1
1879,Less than 25,1
1880,Less than 25,1
1881,Less than 25,1
1882,Less than 25,1
1883,Less than 25,1
1911,Less than 25,1
1912,Less than 25,1
1913,Less than 25,1
1924,Less than 25,1
1939,Less than 25,1
1958,25 - 45,1
1959,25 - 45,1
2026,Less than 25,1
2027,Less than 25,1
2028,Less than 25,1
2029,Less than 25,1
2041,25 - 45,1
2042,25 - 45,1
2046,25 - 45,1
2054,25 - 45,1
2055,25 - 45,1
2090,Greater than 45,1
2091,Greater than 45,1
2092,Greater than 45,1
2094,Greater than 45,1
2095,Greater than 45,1
2132,Less than 25,1
2133,Less than 25,1
2145,Less than 25,1
2146,Less than 25,1
2180,25 - 45,1
2181,25 - 45,1
2182,25 - 45,1
2205,Less than 25,1
2206,Less than 25,1
2207,Less than 25,1
2208,Less than 25,1
2209,Less than 25,1
2254,25 - 45,1
2255,25 - 45,1
2309,25 - 45,1
2358,25 - 45,1
2359,25 - 45,1
2360,25 - 45,1
2361,25 - 45,1
2362,25 - 45,1
2363,25 - 45,1
2380,25 - 45,1
2381,Less than 25,1
2410,25 - 45,1
2411,25 - 45,1
2412,25 - 45,1
2417,Less than 25,1
2418,Less than 25,1
2419,Less than 25,1
2420,Less than 25,1
2438,Greater than 45,1
2446,25 - 45,1
2447,25 - 45,1
2448,25 - 45,1
2599,25 - 45,1
2600,25 - 45,1
2601,25 - 45,1
2630,25 - 45,1
2640,25 - 45,1
2641,25 - 45,1
2642,25 - 45,1
2658,Greater than 45,1
2659,Greater than 45,1
2660,Greater than 45,1
2661,Greater than 45,1
2662,Greater than 45,1
2663,Greater than 45,1
2664,Greater than 45,1
2665,Greater than 45,1
2701,Greater than 45,1
2702,25 - 45,1
2703,25 - 45,1
2704,25 - 45,1
2705,25 - 45,1
2751,Less than 25,1
2752,Less than 25,1
2802,25 - 45,1
2803,25 - 45,1
2804,25 - 45,1
2805,25 - 45,1
2826,25 - 45,1
2829,25 - 45,1
2830,25 - 45,1
2831,25 - 45,1
2832,25 - 45,1
2840,25 - 45,1
2841,25 - 45,1
2842,25 - 45,1
2844,25 - 45,1
2845,25 - 45,1
2907,25 - 45,1
2908,25 - 45,1
2922,Less than 25,1
2949,25 - 45,1
2950,25 - 45,1
2951,25 - 45,1
2968,25 - 45,1
2980,25 - 45,1
2981,25 - 45,1
2982,25 - 45,1
2983,25 - 45,1
2984,25 - 45,1
2985,25 - 45,1
2986,25 - 45,1
3023,Less than 25,1
3056,25 - 45,1
3070,25 - 45,1
3071,Less than 25,1
3072,Less than 25,1
3073,25 - 45,1
3074,25 - 45,1
3075,25 - 45,1
3087,25 - 45,1
3088,25 - 45,1
3089,25 - 45,1
3100,Less than 25,1
3101,Less than 25,1
3121,25 - 45,1
3122,25 - 45,1
3123,25 - 45,1
3124,25 - 45,1
3159,Less than 25,1
3164,Greater than 45,1
3165,Greater than 45,1
3166,Greater than 45,1
3167,Greater than 45,1
3178,25 - 45,1
3185,25 - 45,1
3186,25 - 45,1
3196,25 - 45,1
3197,25 - 45,1
3211,Less than 25,1
3212,Less than 25,1
3229,25 - 45,1
3230,25 - 45,1
3234,25 - 45,1
3235,25 - 45,1
3270,Less than 25,1
3319,Less than 25,1
3320,Less than 25,1
3321,Less than 25,1
3322,Less than 25,1
3323,Less than 25,1
3324,Less than 25,1
3362,25 - 45,1
3363,25 - 45,1
3364,25 - 45,1
3365,25 - 45,1
3400,Less than 25,1
3401,Less than 25,1
3421,25 - 45,1
3422,25 - 45,1
3423,25 - 45,1
3424,25 - 45,1
3425,25 - 45,1
3426,25 - 45,1
3427,25 - 45,1
3432,25 - 45,1
3448,Less than 25,1
3487,Less than 25,1
3488,Less than 25,1
3489,Less than 25,1
3514,Less than 25,1
3515,Less than 25,1
3516,Less than 25,1
3517,Greater than 45,1
3518,Greater than 45,1
3520,Greater than 45,1
3521,Greater than 45,1
3522,Greater than 45,1
3557,25 - 45,1
3607,25 - 45,1
3608,25 - 45,1
3654,Less than 25,1
3655,Less than 25,1
3656,Less than 25,1
3701,25 - 45,1
3702,25 - 45,1
3703,25 - 45,1
3763,Greater than 45,1
3764,Greater than 45,1
3767,25 - 45,1
3768,25 - 45,1
3789,Less than 25,1
3790,Less than 25,1
3791,25 - 45,1
3805,Greater than 45,1
3806,Greater than 45,1
3807,Greater than 45,1
3808,Greater than 45,1
3809,Greater than 45,1
3825,25 - 45,1
3836,Less than 25,1
3837,Less than 25,1
3867,Less than 25,1
3868,Less than 25,1
3869,Less than 25,1
3911,Greater than 45,1
3912,Greater than 45,1
3913,Greater than 45,1
4037,Less than 25,1
4038,Less than 25,1
4039,Less than 25,1
4041,Less than 25,1
4042,Less than 25,1
4043,Less than 25,1
4044,Less than 25,1
4045,Less than 25,1
4104,25 - 45,1
4129,Less than 25,1
4130,Less than 25,1
4177,Less than 25,1
4178,Less than 25,1
4181,Less than 25,1
4203,25 - 45,1
4204,25 - 45,1
4220,25 - 45,1
4221,25 - 45,1
4222,25 - 45,1
4225,25 - 45,1
4226,25 - 45,1
4227,25 - 45,1
4256,Less than 25,1
4257,Less than 25,1
4259,Greater than 45,1
4260,Greater than 45,1
4261,Greater than 45,1
4262,Greater than 45,1
4323,25 - 45,1
4324,25 - 45,1
4325,25 - 45,1
4336,25 - 45,1
4337,25 - 45,1
4338,25 - 45,1
4339,25 - 45,1
4340,25 - 45,1
4349,25 - 45,1
4350,25 - 45,1
4408,25 - 45,1
4409,Less than 25,1
4410,Less than 25,1
4430,Greater than 45,1
4431,Greater than 45,1
4484,25 - 45,1
4563,Less than 25,1
4564,Less than 25,1
4565,Less than 25,1
4614,25 - 45,1
4618,25 - 45,1
4619,25 - 45,1
4640,25 - 45,1
4641,25 - 45,1
4684,Less than 25,1
4709,25 - 45,1
4736,Less than 25,1
4737,Less than 25,1
4738,Less than 25,1
4742,25 - 45,1
4743,25 - 45,1
4744,25 - 45,1
4745,25 - 45,1
4764,25 - 45,1
4765,25 - 45,1
4786,25 - 45,1
4787,25 - 45,1
4838,25 - 45,1
4839,25 - 45,1
4840,25 - 45,1
4940,Greater than 45,1
4941,Greater than 45,1
4942,Greater than 45,1
4943,Greater than 45,1
4944,Greater than 45,1
5023,25 - 45,1
5024,25 - 45,1
5025,25 - 45,1
5026,25 - 45,1
5032,25 - 45,1
5033,25 - 45,1
5040,25 - 45,1
5041,25 - 45,1
5043,25 - 45,1
5138,Greater than 45,1
5159,Less than 25,1
5173,Less than 25,1
5174,Less than 25,1
5205,Less than 25,1
5210,Greater than 45,1
5211,Greater than 45,1
5212,Greater than 45,1
5256,Less than 25,1
5257,Less than 25,1
5258,Less than 25,1
5259,Less than 25,1
5260,Less than 25,1
5261,Less than 25,1
5262,Less than 25,1
5278,25 - 45,1
5279,25 - 45,1
5280,25 - 45,1
5281,25 - 45,1
5282,25 - 45,1
5283,25 - 45,1
5296,Greater than 45,1
5297,Greater than 45,1
5306,Less than 25,1
5307,Less than 25,1
5349,Less than 25,1
5472,25 - 45,1
5473,25 - 45,1
5474,25 - 45,1
5475,25 - 45,1
5476,25 - 45,1
5481,25 - 45,1
5482,25 - 45,1
5483,25 - 45,1
5522,25 - 45,1
5523,25 - 45,1
5566,25 - 45,1
5568,25 - 45,1
5569,25 - 45,1
5570,25 - 45,1
5603,Less than 25,1
5604,Less than 25,1
5615,25 - 45,1
5616,25 - 45,1
5634,Greater than 45,1
5635,Greater than 45,1
5677,Less than 25,1
5695,25 - 45,1
5696,25 - 45,1
5697,25 - 45,1
5705,Less than 25,1
5706,Less than 25,1
5707,Less than 25,1
5778,25 - 45,1
5844,25 - 45,1
5867,25 - 45,1
5910,Less than 25,1
5957,25 - 45,1
5986,Greater than 45,1
5989,Less than 25,1
6072,25 - 45,1
6073,25 - 45,1
6074,Less than 25,1
6075,Less than 25,1
6087,25 - 45,1
6088,25 - 45,1
6127,25 - 45,1
6128,25 - 45,1
6143,Less than 25,1
6173,25 - 45,1
6174,25 - 45,1
6195,Less than 25,1
6196,Less than 25,1
6197,Less than 25,1
6198,Less than 25,1
6199,Less than 25,1
6204,Less than 25,1
6205,Less than 25,1
6206,Less than 25,1
6228,25 - 45,1
6229,25 - 45,1
6230,25 - 45,1
6243,25 - 45,1
6244,25 - 45,1
6245,25 - 45,1
6246,25 - 45,1
6247,25 - 45,1
6248,25 - 45,1
6253,Less than 25,1
6254,Less than 25,1
6255,Less than 25,1
6268,25 - 45,1
6289,Less than 25,1
6290,Less than 25,1
6302,25 - 45,1
6303,25 - 45,1
6304,25 - 45,1
6305,25 - 45,1
6332,25 - 45,1
6333,25 - 45,1
6357,Less than 25,1
6389,Greater than 45,1
6390,Greater than 45,1
6402,Less than 25,1
6403,Less than 25,1
6404,Less than 25,1
6405,Less than 25,1
6406,Less than 25,1
6416,Less than 25,1
6417,Less than 25,1
6448,Greater than 45,1
6454,Greater than 45,1
6469,25 - 45,1
6472,25 - 45,1
6473,25 - 45,1
6531,Greater than 45,1
6532,Greater than 45,1
6533,Greater than 45,1
6542,25 - 45,1
6543,25 - 45,1
6544,25 - 45,1
6555,25 - 45,1
6556,25 - 45,1
6627,Less than 25,1
6628,Less than 25,1
6629,Less than 25,1
6630,Less than 25,1
6631,Less than 25,1
6638,25 - 45,1
6639,25 - 45,1
6640,25 - 45,1
6663,25 - 45,1
6664,25 - 45,1
6665,25 - 45,1
6814,25 - 45,1
6815,25 - 45,1
6817,25 - 45,1
6818,25 - 45,1
6841,25 - 45,1
6843,Less than 25,1
6844,Less than 25,1
6894,Less than 25,1
6895,Less than 25,1
6896,Less than 25,1
6897,Less than 25,1
6964,Less than 25,1
6965,Less than 25,1
6966,Less than 25,1
6972,25 - 45,1
6973,25 - 45,1
6974,25 - 45,1
6975,25 - 45,1
6976,25 - 45,1
7005,25 - 45,1
7028,25 - 45,1
7030,25 - 45,1
7031,25 - 45,1
7032,25 - 45,1
7049,25 - 45,1
7050,25 - 45,1
7095,Greater than 45,1
7135,Less than 25,1
7136,Less than 25,1
7137,Less than 25,1
7156,Less than 25,1
7157,Less than 25,1
7158,Less than 25,1
7162,25 - 45,1
7163,25 - 45,1
7164,25 - 45,1
7170,Greater than 45,1
7218,Less than 25,1
7219,Less than 25,1
7220,Less than 25,1
7221,Less than 25,1
7222,Less than 25,1
7223,Less than 25,1
7246,25 - 45,1
7247,25 - 45,1
7268,Less than 25,1
7279,Less than 25,1
7280,Less than 25,1
7287,Greater than 45,1
7288,Greater than 45,1
7289,Greater than 45,1
7290,Less than 25,1
7291,Less than 25,1
7292,Less than 25,1
7293,Less than 25,1
7370,Greater than 45,1
7371,Greater than 45,1
7374,25 - 45,1
7375,25 - 45,1
7376,25 - 45,1
7377,25 - 45,1
7378,25 - 45,1
7379,25 - 45,1
7380,25 - 45,1
7381,25 - 45,1
7382,25 - 45,1
7383,25 - 45,1
7384,25 - 45,1
7414,25 - 45,1
7423,25 - 45,1
7424,25 - 45,1
7475,Less than 25,1
7476,Less than 25,1
7477,Less than 25,1
7480,25 - 45,1
7481,25 - 45,1
7511,Greater than 45,1
7512,Greater than 45,1
7517,Less than 25,1
7530,25 - 45,1
7561,25 - 45,1
7562,25 - 45,1
7586,Less than 25,1
7617,25 - 45,1
7618,25 - 45,1
7626,Less than 25,1
7627,Less than 25,1
7628,Less than 25,1
7637,25 - 45,1
7638,25 - 45,1
7639,25 - 45,1
7640,25 - 45,1
7701,Greater than 45,1
7718,25 - 45,1
7734,Less than 25,1
7735,Less than 25,1
7736,Less than 25,1
7737,Less than 25,1
7830,Greater than 45,1
7831,Greater than 45,1
7832,Greater than 45,1
7863,Greater than 45,1
7864,Greater than 45,1
7865,Greater than 45,1
7946,Greater than 45,1
7947,Greater than 45,1
7967,25 - 45,1
7968,25 - 45,1
8081,25 - 45,1
8082,25 - 45,1
8083,Less than 25,1
8084,Less than 25,1
8130,25 - 45,1
8131,25 - 45,1
8132,25 - 45,1
8133,25 - 45,1
8141,Less than 25,1
8165,25 - 45,1
8166,25 - 45,1
8176,Less than 25,1
8195,Greater than 45,1
8196,Greater than 45,1
8199,Greater than 45,1
8200,Greater than 45,1
8210,25 - 45,1
8211,25 - 45,1
8212,25 - 45,1
8216,Greater than 45,1
8217,Greater than 45,1
8218,Greater than 45,1
8219,Greater than 45,1
8235,Less than 25,1
8236,Less than 25,1
8252,25 - 45,1
8253,25 - 45,1
8281,25 - 45,1
8282,25 - 45,1
8283,25 - 45,1
8292,Less than 25,1
8293,Less than 25,1
8317,25 - 45,1
8318,25 - 45,1
8341,25 - 45,1
8342,25 - 45,1
8343,25 - 45,1
8344,25 - 45,1
8345,25 - 45,1
8354,Less than 25,1
8358,25 - 45,1
8359,25 - 45,1
8360,25 - 45,1
8401,Less than 25,1
8402,Less than 25,1
8403,Less than 25,1
8404,Less than 25,1
8405,Less than 25,1
8408,Less than 25,1
8409,Less than 25,1
8419,Less than 25,1
8421,Less than 25,1
8446,Greater than 45,1
8447,Greater than 45,1
8449,25 - 45,1
8450,25 - 45,1
8493,Less than 25,1
8494,Less than 25,1
8516,25 - 45,1
8517,25 - 45,1
8527,Less than 25,1
8531,25 - 45,1
8532,25 - 45,1
8533,25 - 45,1
8544,25 - 45,1
8545,Greater than 45,1
8546,Greater than 45,1
8547,Greater than 45,1
8574,25 - 45,1
8575,25 - 45,1
8581,25 - 45,1
8582,25 - 45,1
8602,25 - 45,1
8609,25 - 45,1
8610,25 - 45,1
8611,25 - 45,1
8633,Less than 25,1
8634,Less than 25,1
8635,Less than 25,1
8671,25 - 45,1
8737,25 - 45,1
8760,25 - 45,1
8761,25 - 45,1
8762,25 - 45,1
8777,Less than 25,1
8778,Less than 25,1
8779,Less than 25,1
8780,Less than 25,1
8842,Less than 25,1
8843,Less than 25,1
8844,Less than 25,1
8848,Greater than 45,1
8849,Greater than 45,1
8851,25 - 45,1
8852,25 - 45,1
8853,25 - 45,1
8957,25 - 45,1
8962,Less than 25,1
8963,Less than 25,1
9030,Less than 25,1
9049,Less than 25,1
9050,Less than 25,1
9051,Less than 25,1
9052,25 - 45,1
9065,25 - 45,1
9066,25 - 45,1
9067,25 - 45,1
9136,Less than 25,1
9137,Less than 25,1
9180,25 - 45,1
9181,25 - 45,1
9182,25 - 45,1
9183,25 - 45,1
9184,25 - 45,1
9185,25 - 45,1
9186,Less than 25,1
9187,Less than 25,1
9188,Less than 25,1
9189,Less than 25,1
9238,Less than 25,1
9239,Less than 25,1
9241,Less than 25,1
9242,Less than 25,1
9254,Greater than 45,1
9277,Greater than 45,1
9278,Greater than 45,1
9279,Greater than 45,1
9300,25 - 45,1
9307,Less than 25,1
9313,25 - 45,1
9314,25 - 45,1
9378,25 - 45,1
9379,25 - 45,1
9389,25 - 45,1
9390,25 - 45,1
9471,25 - 45,1
9512,25 - 45,1
9513,25 - 45,1
9514,25 - 45,1
9570,Greater than 45,1
9571,Greater than 45,1
9575,25 - 45,1
9577,25 - 45,1
9578,25 - 45,1
9579,25 - 45,1
9580,25 - 45,1
9581,25 - 45,1
9582,25 - 45,1
9606,25 - 45,1
9659,25 - 45,1
9697,25 - 45,1
9698,25 - 45,1
9730,Less than 25,1
9731,Less than 25,1
9768,25 - 45,1
9770,25 - 45,1
9771,25 - 45,1
9808,Less than 25,1
9819,25 - 45,1
9820,25 - 45,1
9821,25 - 45,1
9852,25 - 45,1
9853,25 - 45,1
9854,25 - 45,1
9855,25 - 45,1
9874,25 - 45,1
9875,25 - 45,1
9915,25 - 45,1
9943,25 - 45,1
9963,Greater than 45,1
9964,Greater than 45,1
9965,Greater than 45,1
9966,Greater than 45,1
10020,Less than 25,1
10109,25 - 45,1
10110,25 - 45,1
10111,25 - 45,1
10154,25 - 45,1
10159,25 - 45,1
10160,25 - 45,1
10200,25 - 45,1
10201,25 - 45,1
10202,25 - 45,1
10235,Greater than 45,1
10236,Greater than 45,1
10237,Greater than 45,1
10260,25 - 45,1
10261,25 - 45,1
10309,Greater than 45,1
10335,Greater than 45,1
10336,Greater than 45,1
10337,Greater than 45,1
10339,25 - 45,1
10340,25 - 45,1
10341,25 - 45,1
10394,25 - 45,1
10395,25 - 45,1
10396,25 - 45,1
10397,25 - 45,1
10398,25 - 45,1
10399,25 - 45,1
10403,Less than 25,1
10404,Less than 25,1
10405,Less than 25,1
10406,Less than 25,1
10414,25 - 45,1
10415,25 - 45,1
10416,25 - 45,1
10458,Less than 25,1
10459,Less than 25,1
10460,Less than 25,1
10463,25 - 45,1
10464,25 - 45,1
10465,25 - 45,1
10478,25 - 45,1
10479,25 - 45,1
10505,Less than 25,1
10509,25 - 45,1
10510,25 - 45,1
10511,Greater than 45,1
10512,Greater than 45,1
10515,Less than 25,1
10535,Greater than 45,1
10536,Greater than 45,1
10595,25 - 45,1
10596,25 - 45,1
10598,25 - 45,1
10599,25 - 45,1
10612,25 - 45,1
10613,25 - 45,1
10614,25 - 45,1
10615,25 - 45,1
10616,25 - 45,1
10686,Less than 25,1
10687,Less than 25,1
10688,Less than 25,1
10689,Less than 25,1
10720,25 - 45,1
10724,Less than 25,1
10728,25 - 45,1
10744,25 - 45,1
10745,25 - 45,1
10768,Greater than 45,1
10769,Greater than 45,1
10770,Greater than 45,1
10771,Greater than 45,1
10772,Greater than 45,1
10785,Less than 25,1
10786,Less than 25,1
10787,Less than 25,1
10814,25 - 45,1
10821,25 - 45,1
10834,25 - 45,1
10859,Less than 25,1
10860,Less than 25,1
10872,Less than 25,1
10873,Less than 25,1
10874,Less than 25,1
10875,Less than 25,1
10876,Less than 25,1
10878,Less than 25,1
10879,Less than 25,1
10880,Less than 25,1
10881,Less than 25,1
10882,Less than 25,1
10883,Less than 25,1
10884,Less than 25,1
10885,Less than 25,1
10907,Less than 25,1
10908,Less than 25,1
10934,25 - 45,1
10935,25 - 45,1
10953,25 - 45,1
10954,25 - 45,1
10955,25 - 45,1
10956,25 - 45,1
10957,25 - 45,1
10961,25 - 45,1
10989,Greater than 45,1
,25 - 45,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Less than 25,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Greater than 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,Less than 25,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
,25 - 45,1
,25 - 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,Greater than 45,1
,25 - 45,1
